CODIGO DE PRODUCTO;DESCRIPCION;PRECIO;LINEA
1B8736;CHAVETA;0.92;
1B8741;CHAVETA;2.8;
1B8742;CHAVETA;7.42;
1B8746;CHAVETA;10.36;
1B9061;RESORTE;4.61;
1B9575;PERNO;0.36;
1B9920;RESORTE;8.72;
1C0569;TORNILLOTAPA;0.13;
1C2251;TORNILLOTAPA;0.5;
1D0503;GOLILLA;5.34;
1D0688;GOLILLA;1.78;
1D0906;TUERCA;14.88;
1D1313;RESORTE;15.52;
1D1755;GOLILLA;0.48;
1D3419;PERNO;4.49;
1D3867;EMPAQUETADURA;3.71;
1D4270;GOLILLA;3.27;
1D4326;SELLO;11.71;
1D4327;SELLO;6.91;
1D4533;PERNO;0.27;
1D4538;PERNO;0.46;
1D4539;PERNO;0.49;
1D4540;PERNO;0.53;
1D4541;PERNO;0.59;
1D4556;PERNO;0.95;
1D4566;PERNO;1.83;
1D4569;PERNO;1.92;
1D4572;PERNO;2.85;
1D4574;PERNO;2.64;
1D4585;TORNILLOTAPA;2.27;
1D4586;TORNILLOTAPA;2.45;
1D4588;TORNILLOTAPA;2.97;
1D4590;PERNO;3.34;
1D4593;TORNILLOTAPA;3.82;
1D4595;PERNO;4.17;
1D4597;TORNILLOTAPA;4.52;
1D4599;TORNILLOTAPA;4.85;
1D4601;TORNILLOTAPA;5.93;
1D4602;TORNILLOTAPA;6.6;
1D4608;TORNILLOTAPA;3.19;
1D4609;TORNILLOTAPA;3.5;
1D4610;PERNO;3.75;
1D4612;TORNILLOTAPA;4.06;
1D4614;PERNO;4.97;
1D4615;PERNO;5.51;
1D4616;TORNILLOTAPA;6;
1D4617;TORNILLOTAPA;6.27;
1D4620;TORNILLOTAPA;6.97;
1D4621;TORNILLOTAPA;7.52;
1D4622;TORNILLOTAPA;7.99;
1D4623;TORNILLOTAPA;8.46;
1D4624;TORNILLOTAPA;8.97;
1D4625;TORNILLOTAPA;3.45;
1D4626;TORNILLOTAPA;4.32;
1D4627;TORNILLOTAPA;4.13;
1D4628;TORNILLOTAPA;5.08;
1D4629;TORNILLOTAPA;5.5;
1D4630;TORNILLOTAPA;6.28;
1D4631;TORNILLOTAPA;5.78;
1D4634;TORNILLOTAPA;7.51;
1D4635;PERNO;4.43;
1D4637;TORNILLOTAPA;5.76;
1D4638;TORNILLOTAPA;6.22;
1D4639;TORNILLOTAPA;8.14;
1D4640;PERNO;8.67;
1D4641;PERNO;7.99;
1D4642;TORNILLOTAPA;10.2;
1D4643;PERNOSTAPA;9.76;
1D4644;TORNILLOTAPA;14.17;
1D4645;TORNILLOTAPA;15.05;
1D4646;PERNO;15.92;
1D4647;TORNILLOTAPA;16.76;
1D4649;PERNOMAQUINA;32.22;
1D4669;PERNO;1.62;
1D4676;PERNO;1.65;
1D4687;PERNO;2.13;
1D4703;PERNO;0.83;
1D4704;PERNO;1.38;
1D4706;PERNO;1.54;
1D4707;PERNO;0.76;
1D4709;PERNO;5.36;
1D4716;NUT;0.11;
1D4718;TUERCA;0.18;
1D4719;TUERCA;0.25;
1D4720;TUERCA;0.56;
1D5117;TUERCA;0.24;
1D5118;TUERCA;0.45;
1D5119;TUERCA;0.64;
1D5120;TUERCA;0.67;
1D5342;PASADOR;9.29;
1D5873;PERNO;3.59;
1D5976;TORNILLOTAPA;9.55;
1D6089;PERNO;7.09;
1D6259;PERNO;10.84;
1D6306;TUERCA;1.41;
1D6489;EMPAQUETADURA;1.36;
1D6945;GOLILLA;2.73;
1F0073;ABRAZADERA;0.31;
1F0423;PERNOPRISIONEROY;11.32;
1F0425;BOLA;0.27;
1F0748;TUERCA;1.7;
1F1006;GUIA;3.33;
1F1480;ACOPLE;7.65;
1F1569;EMPAQUETADURA;0.48;
1F1651;T;7.77;
1F1739;TUERCA;0.86;
1F2330;BUJE;32.04;
1F2771;RODAMIENTO;54.73;
1F2874;RESORTE;5.5;
1F3131;EMPAQUETADURA;1.07;
1F3133;EMPAQUETADURA;2.24;
1F3222;EMPAQUETADURA;1.24;
1F3278;ACOPLE;4.83;
1F4022;EMPAQUETADURA;2.52;
1F4111;PERNO;0.64;
1F4166;GOLILLA;0.56;
1F4417;EMPAQUETADURA;2.17;
1F4419;EMPAQUETADURA;17.61;
1F4622;RODAMIENTO;3.02;
1F4795;EMPAQUETADURA;2.98;
1F5151;GUIA;9.27;
1F5194;ACOPLE;7.12;
1F5482;SELLO;8.75;
1F5514;SELLO;24.1;
1F5842;PERNO;0.62;
1F6528;EMPAQUETADURA;3.12;
1F6602;SELLOA;149.61;
1F6726;TUBO;12.64;
1F6936;EMPAQUETADURA;0.84;
1F7178;EMPAQUETADURA;1.38;
1F7464;PERNO;8.49;
1F7567;SEGURO;3.41;
1F7958;TUERCA;0.39;
1F8359;BOLA;1.47;
1F9223;EMPAQUETADURA;17.02;
1H0159;GOLILLAPRESION;0.05;
1H0474;SELLO;4.15;
1H0512;PASADOR;6.23;
1H0525;GUIA;3.51;
1H0974;GUIA;2.52;
1H1023;RING;0.66;
1H1200;PASADOR;1.27;
1H1846;EMPAQUETADURA;12.49;
1H2265;SELLO;10.63;
1H2387;PERNO;0.77;
1H2415;PERNO;0.95;
1H2629;BANDA;0.14;
1H2826;BUJE;14.49;
1H3244;GOLILLAPRESION;0.14;
1H3337;PERNO;0.14;
1H3338;GOLILLAPRESION;0.03;
1H3933;VENTANA;12.5;
1H3943;GOLILLA;1.12;
1H4142;ANILLO;0.29;
1H4393;GOLILLAPRESION;0.03;
1H4478;PASADOR;69.21;
1H4560;NIPLE;2.05;
1H4857;ACOPLE;6.61;
1H5278;FLANCHE;7.35;
1H5338;TAZA;34.01;
1H5403;PERNO;0.63;
1H5514;PERNO;0.28;
1H5728;SELLOANILLOO;2.7;
1H5948;ABRAZADERA;4.49;
1H5959;SELLO;7.36;
1H6227;ANILLO;3.79;
1H6525;INSERTO;1.5;
1H6666;CUBIERTA;21.24;
1H6785;ACOPLE;11.82;
1H6856;EMPAQUETADURA;1.75;
1H6936;ALAMBREA;9.56;
1H7339;SELLO;3.13;
1H7485;CERROJO;41.14;
1H7486;CERROJO;41.14;
1H7666;EMPAQUETADURA;1.62;
1H7724;BUJE;1.56;
1H7922;ACOPLE;4.32;
1H8036;PLACA;1.13;
1H8128;SELLOANILLO;3.72;
1H8134;ANILLO;1.69;
1H8171;SELLO;1.19;
1H8266;EMPAQUETADURA;3.15;
1H8278;AROSELLOCA;4.85;
1H8296;TORNILLO;1.02;
1H8397;ANILLO;1.93;
1H8399;ANILLO;1.18;
1H8460;EMPAQUETADURA;5.51;
1H8466;EMPAQUETADURA;3.13;
1H8720;SELLOANILLOO;2.59;
1H9027;EMPAQUETADURA;1.13;
1H9456;PERNO;0.84;
1H9535;ANILLO;1.22;
1H9696;ANILLO;2.03;
1H9722;TAPON;2.86;
1J0245;TAPON;0.15;
1J0708;ANILLO;28.84;
1J0774;SOPORTE;552.09;
1J0962;PERNO;3.48;
1J1971;PASADOR;11.39;
1J2087;BUJE;49.9;
1J2150;SELLO;16.24;
1J2175;PERNO;7.87;
1J2176;SELLOANILLOO;4.92;
1J2674;ANILLO;36.23;
1J2859;SELLO;4.41;
1J2860;CUBETA;65.84;
1J3527;PERNO;6.45;
1J4034;SELLO;24.61;
1J4246;ANILLO;24.46;
1J4384;PASADOR;1.03;
1J4757;CONO;109.66;
1J4948;PERNO;5.37;
1J5257;PERNO;3.58;
1J5353;PASADOR;2.72;
1J5607;PERNO;4.01;
1J5799;PASADOR;1.59;
1J5929;PERNO;11.69;
1J6465;PASADOR;6.41;
1J6468;RODAMIENTO;18.57;
1J6469;CUBETA;11.62;
1J6470;ANILLO;2.44;
1J6472;ANILLO;11.97;
1J6474;ANILLO;1.66;
1J6740;RODAMIENTO;775.16;
1J6762;PERNO;2.63;
1J6775;PERNO;22.17;
1J7468;ABRAZADERA;10.25;
1J8387;FLANCHE;160.18;
1J8497;VALVULA;30.03;
1J8499;GOLILLA;0.97;
1J8666;SELLO;15.44;
1J8965;GOLILLA;1.41;
1J9671;SELLOANILLOO;0.69;
1K0502;GOLILLA;0.21;
1K2616;ESPACIADOR;6.75;
1K3618;PASADOR;16.82;
1K4066;RESORTE;5.02;
1K4337;PERNOPRISIONERO;4.93;
1K4378;PERNO;33.87;
1K4649;ESPACIADOR;4.05;
1K4703;GOLILLA;0.18;
1K4706;GOLILLA;0.64;
1K5338;GOLILLA;2.91;
1K6519;EMPAQUETADURA;0.6;
1K6539;PASADOR;0.57;
1K6694;PERNO;2.97;
1K6705;PERNO;0.24;
1K6853;NIPLE;1.82;
1K6856;TUERCA;1.69;
1K6870;TUERCA;2.11;
1K6872;TUERCA;0.6;
1K6983;SELLO;13.78;
1K6985;ANILLO;9.74;
1K6986;ANILLO;10.16;
1K6995;ANILLO;3.48;
1K7033;LAMINA;3.73;
1K7081;GOLILLA;0.94;
1K7095;ANILLO;3.96;
1K7098;ANILLO;2.49;
1K7103;LAMINA;4.85;
1K7110;JUEGOEMPAQUE;21.75;
1K7112;JUEGOEMPAQUE;35.09;
1K7983;SELLO;7.05;
1K8827;CORREA;9.1;
1K9007;GOLILLA;4.83;
1K9060;SELLO;3.84;
1K9418;PERNO;23.4;
1K9420;PERNO;24.76;
1K9422;PERNO;10.2;
1L0270;EMPAQUETADURA;2.03;
1L0478;ACOPLE;7.12;
1L0480;ACOPLE;12.5;
1L0482;ACOPLE;11.96;
1L0509;PERNO;2.55;
1L0710;SELLO;13.69;
1L0766;UNION;30.92;
1L0767;ACOPLE;41.55;
1L0909;CODO;22.23;
1L1426;ANILLO;0.45;
1L1699;ACOPLAMIENTO;5.81;
1L2279;CODO;12.86;
1L3047;GOLILLA;0.48;
1L3162;ANILLO;1.01;
1L3768;ANILLO;1.69;
1L3769;ANILLO;0.29;
1L4076;PERNOPRISIONERO;6.69;
1L4418;RESORTE;9.77;
1L4775;ANILLO;4.26;
1L4785;EMPAQUETADURA;4.6;
1L4786;LANZADOR;3.12;
1L4863;GOLILLA;1.46;
1L5072;GUIA;1.2;
1L5081;ESPACIADOR;9.29;
1L5316;PASADOR;0.17;
1L5987;UNION;12.86;
1L6111;ABRAZADERA;6.83;
1L6312;TORNILLO;1.22;
1L6377;BOTON;3.47;
1L6561;BOTON;3.49;
1L6931;TORNILLO;1.05;
1L6933;GOLILLA;5.52;
1L7203;CONO;56.38;
1L7205;RODAMIENTO;92.24;
1L7319;TAZA;38.5;
1L7388;ANILLO;41.33;
1L7518;CONO;246.56;
1L7548;SELLOANILLOO;6.17;
1L8026;EMPAQUETADURA;6.01;
1L8490;ANILLO;2.15;
1L8497;ANILLO;1.22;
1L8544;TUERCA;3.8;
1L8777;EMPAQUETADURA;1.69;
1L8793;PERNO;4.56;
1L9087;LLAVE;7.78;
1L9349;SELLO;45.81;
1L9352;ANILLO;23.71;
1L9397;EMPAQUETADURA;4.99;
1M0024;EMPAQUETADURA;3.24;
1M0025;EMPAQUETADURA;2.98;
1M0090;EMPAQUETADURA;5.75;
1M0556;SELLOANILLOO;4.2;
1M0644;PERNO;0.59;
1M0976;GOLILLA;0.69;
1M1022;PASADOR;7.36;
1M1230;TUERCAA;0.12;
1M1341;TERMINAL;13.88;
1M1402;PERNOPRISIONERO;4.17;
1M1408;TUERCA;0.6;
1M1427;TOPE;12.31;
1M1454;ANILLO;1.29;
1M1571;ANILLO;19.18;
1M1855;EMPAQUETADURA;18.67;
1M1886;EMPAQUETADURA;56.66;
1M1940;EMPAQUETADURA;4.25;
1M2651;EMPAQUETADURA;4.2;
1M3003;SELLO;15.63;
1M3010;ACOPLE;5.47;
1M3097;ANILLO;3.43;
1M3151;PASADOR;7.44;
1M3363;PLACA;6.78;
1M3418;EMPAQUETADURA;23.23;
1M3426;TUERCA;5.67;
1M3474;ELEMENTO;5.36;
1M3736;GUIA;3.97;
1M3773;EMPAQUETADURA;17.44;
1M3780;RODAMIENTO;17.51;
1M3909;RODAMIENTO;27.25;
1M3937;ANILLO;5.59;
1M4095;RODAMIENTO;74.56;
1M4169;ANILLO;12.55;
1M4343;ANILLO;3.12;
1M4543;GOLILLA;6.51;
1M5156;GUIA;7.33;
1M5514;CUBETA;59.28;
1M5829;EMPAQUETADURA;0.85;
1M5835;EMPAQUETADURA;1.01;
1M5898;UNIDADSELLADA;17.95;
1M5899;UNIDADSELLADA;17.95;
1M6064;RESORTE;8.19;
1M6119;PERNO;2.49;
1M6120;TUERCA;2.33;
1M6573;CUBETA;100.14;
1M6593;EMPAQUETADURA;3.86;
1M6594;EMPAQUETADURA;10.56;
1M6718;BOLA;0.18;
1M6724;EMPAQUETADURA;11.96;
1M6922;EMPAQUETADURA;7.89;
1M7163;ESPACIADOR;6.69;
1M7250;CUERPOPREFILTRO;19.77;
1M7360;ABRAZADERA;1.65;
1M7390;SEGURO;1.26;
1M7643;ESPACIADOR;10.44;
1M7671;EMPAQUETADURA;1.61;
1M7913;ANILLO;2.49;
1M7914;ANILLO;1.86;
1M8649;ANILLO;16.79;
1M8651;ANILLO;10.72;
1M8652;ANILLO;10.3;
1M8659;EMPAQUETADURA;20.92;
1M9011;SELLO;14.38;
1M9015;SELLOANILLOO;7.93;
1M9390;EMPAQUETADURA;2.97;
1M9653;ANILLO;11.35;
1M9691;RESORTE;7.14;
1M9711;EMPAQUETADURA;8.27;
1M9745;EMPAQUETADURA;8.01;
1M9968;BUJEDEFRIC;20.04;
1M9971;ESPACIADOR;4.38;
1N2914;BLOQUECUBIERTA;102.99;
1N3165;EMBOLO;19.44;
1N3259;PLACA;11.24;
1N3300;PROTECCIONA;46.01;
1N3316;SELLO;4.53;
1N3333;TUBO;94.88;
1N3365;COLLAR;174.49;
1N3463;JUEGOCORREAENV;76.16;
1N3505;ESPACIADOR;94.91;
1N3557;ANILLO;6.42;
1N3593;JGO.DESCANSOS;46.71;
1N3743;CORREAENV;18.04;
1N3789;BASE;96.48;
1N3802;ASIENTO;2.06;
1N3825;PERNO;32.23;
1N3935;CUBIERTA;5.97;
1N3943;EMPAQUETADURA;1.01;
1N4381;TUBO;782.61;
1N4475;MANGUERA;37.73;
1N4529;CA#ERIA;100.15;
1N4531;CA#ERIA;102.46;
1N4636;ACOPLEBBA.TRANSF;32.29;
1N4656;EJE;133.51;
1N4679;VARILLACONTROL;93.84;
1N4693;MANGUERA;21.33;
1N4734;ABRAZADERA;11.2;
1N4831;CONJ.TUBO;82.16;
1N4833;CONJ.TUBO;88.65;
1N4859;EMPAQUETADURA;1.46;
1N4864;ELEMENTOAIRE;100.59;
1N4910;ABRAZADERA;36.33;
1N5410;ANILLO;14.46;
1N5549;SEGURO;20.15;
1N5981;PASADOR;3.41;
1N5999;TAPON;2.89;
1N6002;SELLOANILLOO;2.39;
1N7513;CHAVETA;9.95;
1N8093;EMPAQUETADURA;1.83;
1N8231;EMPAQUETADURA;3.15;
1N8354;SEGURO;2.01;
1N9177;SELLOA;37.9;
1N9372;EMPAQUETADURA;7.82;
1P0014;ANILLO;3.02;
1P0016;ANILLO;3.48;
1P0232;BOLA;0.2;
1P0233;GUIA;4.98;
1P0266;TUERCA;1.58;
1P0267;CAMISA;1.36;
1P0436;EMPAQUETADURA;1.14;
1P0451;EMPAQUETADURA;4.3;
1P0510;GRUPOCONDUCTOR;744.22;
1P0558;CAMISA;26.49;
1P0604;TAPON;1.96;
1P0680;GRUPOCALCOMANIA;155.28;
1P0715;PLACA;1.24;
1P0810;CINTA;4.43;
1P1084;JGO.SELLORETENED;7.36;
1P1111;RODAMIENTO;18.18;
1P1112;ABRAZADERA;24.34;
1P1113;PLACADESEGURIDAD;0.65;
1P1114;RODAMIENTO;9.25;
1P1117;PLACA;0.23;
1P1120;ANILLO;2.07;
1P1123;COLLAR;85.52;
1P1124;ANILLO;7.55;
1P1125;TUERCA;2.33;
1P1195;MANGUERA;13.81;
1P1219;VASTAGO;53.04;
1P1238;VASTAGO;62.15;
1P1255;EMPAQUETADURA;0.84;
1P1367;EMBOLO;64.01;
1P1371;EJEA;21.69;
1P1441;TUERCA;1.62;
1P1556;MANGUERA;81.18;
1P1708;VASTAGO;70.63;
1P1744;GUIA;4.18;
1P1754;SEGURO;10.39;
1P1757;SEGURO;17.2;
1P1853;ALICATES;15.89;
1P1861;ALICATES;25.35;
1P2086;TORNILLO;1.58;
1P2272;CALCOMANIA;26.08;
1P2278;ANILLO;2.6;
1P2375;ADAPTADORA;25.02;
1P2376;ADAPTADORA;33.82;
1P2377;TAPON;4.57;
1P2378;TAPA;1.11;
1P2497;TORNILLO;2.91;
1P2636;CUBETA;18.78;
1P2662;CONO;30.3;
1P2694;CONO;74.8;
1P2695;CUBETA;44.75;
1P2807;CALCOMANIASIMBOLO;2.56;
1P3171;EMPAQUETADURA;1.69;
1P3700;SELLO;1.29;
1P3702;SELLO;1.54;
1P3703;SELLO;1.79;
1P3704;SELLO;2.06;
1P3705;SELLO;2.35;
1P3706;SELLORECTANGULAR;2.6;
1P3707;SELLO;2.73;
1P3708;SELLO;2.85;
1P3709;SELLO;3.13;
1P3862;CODO90GRADOS;7.15;
1P3890;ESPACIADOR;3.03;
1P3934;TAZA;34.1;
1P3935;CONO;72.11;
1P3958;RODILLOA;27.99;
1P4078;ESPACIADOR;37.66;
1P4110;DISCOAEMBRAGUE;147.5;
1P4278;ABRAZADERA;1.12;
1P4576;FLANCHE;5.81;
1P4577;FLANCHE;7.05;
1P4578;FLANCHE;8.07;
1P4579;FLANCHE;10.5;
1P4582;FLANCHE;12.88;
1P4584;FLANCHE;18.29;
1P4585;FLANCHE;24.86;
1P4693;TAZA;39.33;
1P4694;CONO;79.48;
1P4695;TAZA;89.63;
1P4696;RODAMIENTO;212.07;
1P4879;SELLO;45.93;
1P5274;PASADOR;6.3;
1P5411;CAMISA;14.65;
1P5412;BUJE;2.82;
1P5571;ESCOBILLAA;7.97;
1P5765;FLANCHE;8.45;
1P5766;FLANCHE;10;
1P5767;FLANCHE;12.16;
1P6321;JGO.EMPAQUETAD;125.89;
1P6355;CONJ.VALVULA;18.63;
1P6357;JGO.SELLOS;21.99;
1P6434;EMPAQUETADURA;1.43;
1P6452;AISLADOR;10.07;
1P6509;PERILLA;4.53;
1P6544;VALVULA;56.48;
1P6546;MANGUERA;14.28;
1P6550;RUEDACALEFACTOR;47.01;
1P6687;EMPAQUETADURA;8.29;
1P6857;EMPAQUETADURA;4.42;
1P6872;TAZA;10.6;
1P6886;ADAPTADOR;11.52;
1P6893;PROTECCION;26.07;
1P7125;GOBERNADOR;47.81;
1P7326;GOLILLA;2.45;
1P7346;GOLILLA;1.85;
1P7360;ELEMENTOA-A;69.17;
1P7363;SELLO;0.9;
1P7403;CANCAMO;2.88;
1P7404;CANCAMO;3.86;
1P7405;CANCAMO;4.99;
1P7406;CANCAMO;6.52;
